2022-03-25 10:18:50	信息读入完成
2022-03-25 10:18:50	程序初始化完成
2022-03-25 10:18:50	当前时间是:10:18:50，不在提醒时间
2022-03-25 10:18:50	当前时间是:10:18:50，不在提醒时间
2022-03-25 10:18:50	即将睡眠70s，预计今日10:20:00苏醒
2022-03-25 10:20:00	当前时间是:10:20:00，准备进行晨检提醒
2022-03-25 10:20:05	已经给管理员sss发送信息
2022-03-25 10:20:05	即将睡眠25795s，预计今日17:30:00苏醒
